79.95793452,331.7819149
89.16051942,404.9202128
99.52752545,517.9521277
108.7362068,604.3882979
116.7987563,690.8244681
123.7121258,770.6117021
132.9299518,876.9946809
140.9970737,973.4042553
149.0672438,1076.462766
159.4449186,1212.765957
165.2091081,1285.904255
173.2777541,1385.638298
180.1911236,1465.425532
187.1090654,1555.18617
195.1792355,1658.244681
211.3073828,1837.765957
225.1325977,1994.015957
236.6396391,2093.75
248.1436323,2186.835106
259.6445772,2273.271277
269.9902457,2339.760638
282.6266537,2402.925532
296.403097,2452.792553
310.1719198,2486.037234
322.7854661,2499.335106
338.8343596,2505.984043
351.4387612,2499.335106
367.4754618,2479.388298
376.6353716,2459.441489
386.9368408,2429.521277
400.6736573,2392.952128
410.9705542,2353.058511
421.2674511,2313.164894
428.132049,2286.569149
437.2858623,2253.324468
446.4366274,2213.430851
455.5904408,2180.18617
464.7442541,2146.941489
478.4673535,2080.452128
470.4627202,2120.345745
485.3289032,2047.207447
509.354996,1954.12234
534.5256965,1857.712766
553.9718344,1774.601064
571.1333293,1708.111702
589.44248,1644.946809
610.037798,1568.484043
635.2130708,1482.047872
655.8144852,1418.882979
676.4158995,1355.718085
698.168018,1302.526596
721.0571237,1229.388298
747.3891971,1166.223404
774.8689264,1106.382979
798.3356703,1043.218085
